Version 3.14 Update - Professional Services and Supplies Charge Table,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Item Code,Code Type,Decription,Modifier,"Technical, Professional Indicator",Service Category Code,Primary/Bundled Indicator,Charge Type Indicator,Work Expense Units,Provider-Based Practice Expense Units,Non-Provider-Based Practice Expense Units,Total Expense Units, Anesthesia Base Units,Unit Charge,Base Charge,Unit Type,Facility Indicator,Outpatient Indicator,Inpatient Indicator,Skilled Nursing Facility Carveout,Freestanding Carve-out,Start Date,End Date
21810,CPT,TX RIB FRACTURE EXTERNAL FIXATION FLAIL CHEST,,,21 ,,RBRVS,7.03 ,6.94 ,6.94 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
21820,CPT,CLOSED TREATMENT STERNUM FRACTURE,,,21 ,,RBRVS,1.36 ,2.80 ,2.69 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
21825,CPT,OPEN TX STERNUM FRACTURE W/WO SKELETAL FIXATION,,,21 ,,RBRVS,7.76 ,6.84 ,6.84 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
21899,CPT,UNLISTED PROCEDURE NECK/THORAX,,,21 ,,TotalUnits,,,,9.29 ,,$0.00,$0.00,1,0,1,1,1,1,20140101,
21920,CPT,BIOPSY SOFT TISSUE BACK/FLANK SUPERFICIAL,,,21 ,,RBRVS,2.11 ,2.42 ,5.47 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
21925,CPT,BIOPSY SOFT TISSUE BACK/FLANK DEEP,,,21 ,,RBRVS,4.63 ,5.08 ,7.98 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
21930,CPT,EXCISION TUMOR SOFT TISSUE BACK/FLANK SUBQ <3CM,,,21 ,,RBRVS,4.94 ,4.98 ,8.37 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
21931,CPT,EXCISION TUMOR SOFT TIS BACK/FLANK SUBQ 3 CM/>,,,21 ,,RBRVS,6.88 ,5.69 ,5.69 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
21932,CPT,EXC TUMOR SOFT TISS BACK/FLANK SUBFASCIAL <5CM,,,21 ,,RBRVS,9.82 ,7.74 ,7.74 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
21933,CPT,EXC TUMOR SOFT TISS BACK/FLANK SUBFASCIAL 5 CM/>,,,21 ,,RBRVS,11.13 ,8.41 ,8.41 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
21935,CPT,RAD RESECTION TUMOR SOFT TISSUE BACK/FLANK <5CM,,,21 ,,RBRVS,15.72 ,11.69 ,11.69 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
21936,CPT,RAD RESECTION TUMOR SOFT TISSUE BACK/FLANK 5CM/>,,,21 ,,RBRVS,22.55 ,14.57 ,14.57 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
22010,CPT,I&D DEEP ABSCESS PST SPINE CRV THRC/CERVICOTHR,,,21 ,,RBRVS,12.75 ,12.16 ,12.16 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
22015,CPT,I&D DEEP ABSCESS PST SPINE LUMBAR SAC/LUMBOSAC,,,21 ,,RBRVS,12.64 ,11.12 ,11.12 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
22100,CPT,PRTL EXC PST VRT INTRNSC B1Y LES 1 VRT SGM CRV,,,21 ,,RBRVS,11.00 ,12.76 ,12.76 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
22101,CPT,PRTL EXC PST VRT INTRNSC B1Y LES 1 VRT SGM THRC,,,21 ,,RBRVS,11.08 ,11.08 ,11.08 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
22102,CPT,PRTL EXC PST VRT INTRNSC B1Y LES 1 VRT SGM LMBR,,,21 ,,RBRVS,11.08 ,10.22 ,10.22 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
22103,CPT,PRTL EXC PST VRT INTRNSC B1Y LES 1 VRT SGM EA,,,21 ,,RBRVS,2.34 ,1.18 ,1.18 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
22110,CPT,PRTL EXC VRT BDY B1Y LES W/O SPI CORD 1 SGM CRV,,,21 ,,RBRVS,14.00 ,13.07 ,13.07 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
22112,CPT,PRTL EXC VRT BDY B1Y LES W/O SPI CORD 1 SGM THRC,,,21 ,,RBRVS,14.07 ,12.68 ,12.68 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
22114,CPT,PRTL EXC VRT BDY B1Y LES W/O SPI CORD 1 SGM LMBR,,,21 ,,RBRVS,14.07 ,12.83 ,12.83 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
22116,CPT,PRTL EXC VRT BDY B1Y LES W/O SPI CORD 1 SGM EA,,,21 ,,RBRVS,2.32 ,1.18 ,1.18 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
22206,CPT,OSTEOTOMY SPINE POSTERIOR 3 COLUMN THORACIC,,,21 ,,RBRVS,37.18 ,25.25 ,25.25 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
22207,CPT,OSTEOTOMY SPINE POSTERIOR 3 COLUMN LUMBAR,,,21 ,,RBRVS,36.68 ,24.83 ,24.83 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
22208,CPT,OSTEOTOMY SPINE POSTERIOR 3 COLUMN EA ADDL SGM,,,21 ,,RBRVS,9.66 ,5.08 ,5.08 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
22210,CPT,OSTEOTOMY SPINE PST/PSTLAT APPR 1 VRT SGM CRV,,,21 ,,RBRVS,25.38 ,20.44 ,20.44 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
22212,CPT,OSTEOTOMY SPINE PST/PSTLAT APPR 1 VRT SGM THRC,,,21 ,,RBRVS,20.99 ,17.82 ,17.82 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
22214,CPT,OSTEOTOMY SPINE PST/PSTLAT APPR 1 VRT SGM LMBR,,,21 ,,RBRVS,21.02 ,17.86 ,17.86 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
22216,CPT,OSTEOT SPI PST/PSTLAT APPR 1 VRT SGM EA VRT SGM,,,21 ,,RBRVS,6.03 ,3.18 ,3.18 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
22220,CPT,OSTEOTOMY SPINE W/DSKC ANT APPR 1 VRT SGM CRV,,,21 ,,RBRVS,22.94 ,18.94 ,18.94 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
22222,CPT,OSTEOTOMY SPINE W/DSKC ANT APPR 1 VRT SGM THRC,,,21 ,,RBRVS,23.09 ,15.28 ,15.28 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
22224,CPT,OSTEOTOMY SPINE W/DSKC ANT APPR 1 VRT SGM LMBR,,,21 ,,RBRVS,23.09 ,18.64 ,18.64 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
22226,CPT,OSTEOT SPI W/DSKC ANT APPR 1 VRT SGM EA VRT SGM,,,21 ,,RBRVS,6.03 ,3.13 ,3.13 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
22305,CPT,CLOSED TX VERTEBRAL PROCESS FRACTURE,,,21 ,,RBRVS,2.13 ,2.68 ,3.23 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
22310,CPT,CLTX VRT BDY FX W/O MANJ REQ&W/CSTING/BRACING,,,21 ,,RBRVS,3.89 ,3.72 ,4.47 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
22315,CPT,CLTX VRT FX&/DISLC CSTING/BRACING MANJ/TRCJ,,,21 ,,RBRVS,10.11 ,10.34 ,13.73 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
22318,CPT,OPTX&/RDCTJ ODNTD FX&/DISLC ANT FIXJ W/O G,,,21 ,,RBRVS,22.72 ,18.15 ,18.15 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
22319,CPT,OPTX&/RDCTJ ODNTD FX&/DISLC ANT W/INT FIXJ,,,21 ,,RBRVS,25.33 ,19.77 ,19.77 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
22325,CPT,OPTX&/RDCTJ VRT FX&/DISLC PST 1 VRT SGM LM,,,21 ,,RBRVS,19.87 ,17.31 ,17.31 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
22326,CPT,OPTX&/RDCTJ VRT FX&/DISLC PST 1 VRT SGM CR,,,21 ,,RBRVS,20.84 ,17.09 ,17.09 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
22327,CPT,OPTX&/RDCTJ VRT FX&/DISLC PST 1 VRT SGM TH,,,21 ,,RBRVS,20.77 ,17.81 ,17.81 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
22328,CPT,OPTX&/RDCTJ VRT FX&/DISLC PST 1 VRT SGM EA,,,21 ,,RBRVS,4.60 ,2.38 ,2.38 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
22505,CPT,MANIPULATION SPINE REQUIRING ANESTHESIA,,,21 ,,RBRVS,1.87 ,1.49 ,1.49 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
22520,CPT,PERCUTANEOUS VERTEBROPLSTY THORACIC W/WO BONE BX,,,21 ,,RBRVS,9.22 ,4.60 ,58.41 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
22521,CPT,PERCUTANEOUS VERTEBROPLASTY LUMBAR W/WO BNE BX,,,21 ,,RBRVS,8.65 ,4.55 ,59.10 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
22522,CPT,PERCUTANEOUS VERTEBROPLASTY EA ADDL THRC/LMBR,,,21 ,,RBRVS,4.30 ,1.73 ,1.73 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
22523,CPT,PERCUTANEOUS VERTEBRAL AUGMENTATION THORACIC,,,21 ,,RBRVS,9.04 ,5.82 ,224.14 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
22524,CPT,PERCUTANEOUS VERTEBRAL AUGMENTATION LUMBAR,,,21 ,,RBRVS,8.54 ,5.59 ,223.34 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
22525,CPT,PERQ VERTEBRAL AUGMENTATION EA ADDL THRC/LMBR,,,21 ,,RBRVS,4.47 ,2.13 ,139.24 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
22526,CPT,PERQ INTRDSCL ELECTROTHRM ANNULOPLASTY 1 LEVEL,,,21 ,,RBRVS,6.10 ,3.39 ,66.36 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
22527,CPT,PERQ INTRDSCL ELECTROTHRM ANNULOPLASTY ADDL LVL,,,21 ,,RBRVS,3.03 ,1.23 ,57.64 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
22532,CPT,ARTHRODESIS LATERAL EXTRACAVITARY THORACIC,,,21 ,,RBRVS,25.99 ,19.40 ,19.40 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
22533,CPT,ARTHRODESIS LATERAL EXTRACAVITARY LUMBAR,,,21 ,,RBRVS,24.79 ,18.58 ,18.58 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
22534,CPT,ARTHRODESIS LAT EXTRACAVITARY EA ADDL THRC/LMBR,,,21 ,,RBRVS,5.99 ,3.12 ,3.12 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
22548,CPT,ARTHRD ANT TRANSORL/XTRORAL C1-C2 W/WO EXC ODNTD,,,21 ,,RBRVS,27.06 ,21.48 ,21.48 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
22551,CPT,ARTHRD ANT INTERBODY DECOMPRESS CERVICAL BELW C2,,,21 ,,RBRVS,25.00 ,18.38 ,18.38 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
22552,CPT,ARTHRD ANT INTERDY CERVCL BELW C2 EA ADDL NTRSPC,,,21 ,,RBRVS,6.50 ,3.35 ,3.35 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
22554,CPT,ARTHRD ANT MIN DISCECT INTERBODY CERV BELOW C2,,,21 ,,RBRVS,17.69 ,14.64 ,14.64 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
22556,CPT,ARTHRD ANT MIN DISCECTOMY INTERBODY THORACIC,,,21 ,,RBRVS,24.70 ,18.10 ,18.10 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
22558,CPT,ARTHRODESIS ANTERIOR INTERBODY LUMBAR,,,21 ,,RBRVS,23.53 ,16.56 ,16.56 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
22585,CPT,ARTHRODESIS ANTERIOR INTERBODY EA ADDL NTRSPC,,,21 ,,RBRVS,5.52 ,2.77 ,2.77 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
22586,CPT,ARTHRODESIS PRESACRAL INTRBDY W/INSTRUMENT L5/S1,,,21 ,,RBRVS,28.12 ,10.37 ,10.37 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
22590,CPT,ARTHRODESIS POSTERIOR CRANIOCERVICAL,,,21 ,,RBRVS,21.76 ,18.18 ,18.18 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
22595,CPT,ARTHRODESIS POSTERIOR ATLAS-AXIS C1-C2,,,21 ,,RBRVS,20.64 ,17.55 ,17.55 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
22600,CPT,ARTHRODESIS PST/PSTLAT CERVICAL BELW C2 SGM,,,21 ,,RBRVS,17.40 ,15.72 ,15.72 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
22610,CPT,ARTHRODESIS POSTERIOR/POSTEROLATERAL THORACIC,,,21 ,,RBRVS,17.28 ,15.44 ,15.44 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
22612,CPT,ARTHRODESIS POSTERIOR/POSTEROLATERAL LUMBAR,,,21 ,,RBRVS,23.53 ,17.60 ,17.60 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
22614,CPT,ARTHRODESIS POSTERIOR/POSTEROLATERAL EA ADDL,,,21 ,,RBRVS,6.43 ,3.34 ,3.34 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
22630,CPT,ARTHRODESIS POSTERIOR INTERBODY LUMBAR,,,21 ,,RBRVS,22.09 ,17.57 ,17.57 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
22632,CPT,ARTHRODESIS POSTERIOR INTERBODY EA ADDL,,,21 ,,RBRVS,5.22 ,2.71 ,2.71 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
22633,CPT,ARTHDSIS POST/POSTEROLATRL/POSTINTERBODY LUMBAR,,,21 ,,RBRVS,27.75 ,19.45 ,19.45 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
22634,CPT,ARTHDSIS POST/POSTERLATRL/POSTINTRBDYADL SPC/SEG,,,21 ,,RBRVS,8.16 ,4.23 ,4.23 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
22800,CPT,ARTHRODESIS POSTERIOR SPINAL DFRM UP 6 VRT SEG,,,21 ,,RBRVS,19.50 ,15.91 ,15.91 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
22802,CPT,ARTHRODESIS POSTERIOR SPINAL DFRM 7-12 VRT SEG,,,21 ,,RBRVS,32.11 ,22.50 ,22.50 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
22804,CPT,ARTHRODESIS POSTERIOR SPINAL DFRM 13/> VRT SEG,,,21 ,,RBRVS,37.50 ,25.42 ,25.42 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
22808,CPT,ARTHRODESIS ANTERIOR SPINAL DFRM 2-3 VRT SEG,,,21 ,,RBRVS,27.51 ,19.38 ,19.38 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
22810,CPT,ARTHRODESIS ANTERIOR SPINAL DFRM 4-7 VRT SEG,,,21 ,,RBRVS,31.50 ,20.79 ,20.79 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
22812,CPT,ARTHRODESIS POSTERIOR SPINAL DFRM 8/> VRT SEG,,,21 ,,RBRVS,34.25 ,24.45 ,24.45 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
22818,CPT,KYPHECTOMY SINGLE OR TWO SEGMENTS,,,21 ,,RBRVS,34.33 ,23.99 ,23.99 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
22819,CPT,KYPHECTOMY 3 OR MORE SEGMENTS,,,21 ,,RBRVS,39.38 ,27.75 ,27.75 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
22830,CPT,EXPLORATION SPINAL FUSION,,,21 ,,RBRVS,11.22 ,10.07 ,10.07 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
22840,CPT,POSTERIOR NON-SEGMENTAL INSTRUMENTATION,,,21 ,,RBRVS,12.52 ,6.51 ,6.51 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
22841,CPT,INTERNAL SPINAL FIXATION WIRING SPINOUS PROCESS,,,21 ,,TotalUnits,,,,16.61 ,,$0.00,$0.00,1,0,0,1,1,1,20140101,
22842,CPT,POSTERIOR SEGMENTAL INSTRUMENTATION 3-6 VRT SEG,,,21 ,,RBRVS,12.56 ,6.53 ,6.53 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
22843,CPT,POSTERIOR SEGMENTAL INSTRUMENTATION 7-12 VRT SEG,,,21 ,,RBRVS,13.44 ,7.02 ,7.02 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
22844,CPT,POSTERIOR SEGMENTAL INSTRUMENTATION 13/> VRT SE,,,21 ,,RBRVS,16.42 ,8.71 ,8.71 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
22845,CPT,ANTERIOR INSTRUMENTATION 2-3 VERTEBRAL SEGMENTS,,,21 ,,RBRVS,11.94 ,6.15 ,6.15 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
22846,CPT,ANTERIOR INSTRUMENTATION 4-7 VERTEBRAL SEGMENTS,,,21 ,,RBRVS,12.40 ,6.39 ,6.39 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
22847,CPT,ANTERIOR INSTRUMENTATION 8/> VERTEBRAL SEGMENTS,,,21 ,,RBRVS,13.78 ,7.01 ,7.01 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
22848,CPT,PELVIC FIXATION OTHER THAN SACRUM,,,21 ,,RBRVS,5.99 ,3.16 ,3.16 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
22849,CPT,REINSERTION SPINAL FIXATION DEVICE,,,21 ,,RBRVS,19.17 ,14.30 ,14.30 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
22850,CPT,REMOVAL POSTERIOR NONSEGMENTAL INSTRUMENTATION,,,21 ,,RBRVS,9.82 ,9.13 ,9.13 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
22851,CPT,APPLICATION INTERVERTEBRAL BIOMECHANICAL DEVICE,,,21 ,,RBRVS,6.70 ,3.47 ,3.47 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
22852,CPT,REMOVAL POSTERIOR SEGMENTAL INSTRUMENTATION,,,21 ,,RBRVS,9.37 ,8.86 ,8.86 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
22855,CPT,REMOVAL ANTERIOR INSTRUMENTATION,,,21 ,,RBRVS,15.86 ,12.71 ,12.71 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
22856,CPT,TOT DISC ARTHRP ART DISC ANT APPRO 1 NTRSPC CRV,,,21 ,,RBRVS,24.05 ,18.20 ,18.20 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
22857,CPT,TOT DISC ARTHRP ART DISC ANT APPRO 1 NTRSPC LMBR,,,21 ,,RBRVS,27.13 ,9.40 ,9.40 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
22861,CPT,REVJ RPLCMT DISC ARTHROPLASTY ANT 1 NTRSPC CRV,,,21 ,,RBRVS,33.36 ,23.58 ,23.58 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
22862,CPT,REVJ RPLCMT DISC ARTHROPLASTY ANT 1 NTRSPC LMBR,,,21 ,,RBRVS,32.63 ,16.92 ,16.92 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
22864,CPT,RMVL DISC ARTHROPLASTY ANT 1 INTERSPACE CERVICAL,,,21 ,,RBRVS,29.40 ,21.56 ,21.56 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
22865,CPT,RMVL DISC ARTHROPLASTY ANT 1 INTERSPACE LUMBAR,,,21 ,,RBRVS,31.75 ,23.95 ,23.95 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
22899,CPT,UNLISTED PROCEDURE SPINE,,,21 ,,TotalUnits,,,,17.76 ,,$0.00,$0.00,1,0,1,1,1,1,20140101,
22900,CPT,EXC TUMOR SOFT TISSUE ABDL WALL SUBFASCIAL <5CM,,,21 ,,RBRVS,8.32 ,6.69 ,6.69 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
22901,CPT,EXC TUMOR SOFT TISSUE ABDL WALL SUBFASCIAL 5CM/>,,,21 ,,RBRVS,10.11 ,7.47 ,7.47 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
22902,CPT,EXC TUMOR SOFT TISSUE ABDOMINAL WALL SUBQ <3CM,,,21 ,,RBRVS,4.42 ,4.56 ,7.94 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
22903,CPT,EXC TUMOR SOFT TISSUE ABDOMINAL WALL SUBQ 3 CM/>,,,21 ,,RBRVS,6.39 ,5.33 ,5.33 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
22904,CPT,RAD RESECTION TUMOR SOFT TISSUE ABDL WALL <5CM,,,21 ,,RBRVS,16.69 ,10.94 ,10.94 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
22905,CPT,RAD RESECTION TUMOR SOFT TISSUE ABDL WALL 5 CM/>,,,21 ,,RBRVS,21.58 ,13.19 ,13.19 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
22999,CPT,UNLISTED PX ABDOMEN MUSCULOSKELETAL SYSTEM,,,21 ,,TotalUnits,,,,11.59 ,,$0.00,$0.00,1,0,1,1,1,1,20140101,
23000,CPT,REMOVAL SUBDELTOID CALCAREOUS DEPOSITS OPEN,,,21 ,,RBRVS,4.48 ,5.76 ,12.47 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
23020,CPT,CAPSULAR CONTRACTURE RELEASE,,,21 ,,RBRVS,9.36 ,9.32 ,9.32 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
23030,CPT,I&D SHOULDER DEEP ABSCESS/HEMATOMA,,,21 ,,RBRVS,3.47 ,3.47 ,9.30 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
23031,CPT,I&D SHOULDER INFECTED BURSA,,,21 ,,RBRVS,2.79 ,3.20 ,9.58 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
23035,CPT,INCISION BONE CORTEX SHOULDER AREA,,,21 ,,RBRVS,9.16 ,9.27 ,9.27 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
23040,CPT,ARTHROTOMY GLENOHUMERAL JT EXPL/DRG/RMVL FB,,,21 ,,RBRVS,9.75 ,9.72 ,9.72 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
23044,CPT,ARTHRT ACROMCLAV STRNCLAV JT EXPL/DRG/RMVL FB,,,21 ,,RBRVS,7.59 ,7.82 ,7.82 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
23065,CPT,BIOPSY SOFT TISSUE SHOULDER SUPERFICIAL,,,21 ,,RBRVS,2.30 ,2.38 ,3.91 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
23066,CPT,BIOPSY SOFT TISSUE SHOULDER DEEP,,,21 ,,RBRVS,4.30 ,5.39 ,11.52 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
23071,CPT,EXCISION TUMOR SOFT TISSUE SHOULDER SUBQ 3 CM/>,,,21 ,,RBRVS,5.91 ,5.36 ,5.36 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
23073,CPT,EXC TUMOR SOFT TISSUE SHOULDER SUBFASCIAL 5 CM/>,,,21 ,,RBRVS,10.13 ,8.35 ,8.35 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
23075,CPT,EXCISION TUMOR SOFT TISSUE SHOULDER SUBQ <3CM,,,21 ,,RBRVS,4.21 ,4.71 ,9.17 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
23076,CPT,EXC TUMOR SOFT TISS SHOULDER SUBFASC <5CM,,,21 ,,RBRVS,7.41 ,7.11 ,7.11 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
23077,CPT,RAD RESECTION TUMOR SOFT TISSUE SHOULDER <5CM,,,21 ,,RBRVS,17.66 ,12.47 ,12.47 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
23078,CPT,RAD RESECTION TUMOR SOFT TISSUE SHOULDER 5 CM/>,,,21 ,,RBRVS,22.55 ,15.21 ,15.21 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
23100,CPT,ARTHROTOMY GLENOHUMERAL JOINT W/BIOPSY,,,21 ,,RBRVS,6.20 ,7.49 ,7.49 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
23101,CPT,ARTHRT ACROMCLAV/STRNCLAV JT W/BX&/EXC CRTLG,,,21 ,,RBRVS,5.72 ,6.40 ,6.40 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
23105,CPT,ARTHRT GLENOHUMRL JT W/SYNOVECTOMY W/WO BIOPSY,,,21 ,,RBRVS,8.48 ,8.85 ,8.85 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
23106,CPT,ARTHRT GLENOHUMRL JT STRNCLAV JT W/SYNVCT W/WOBX,,,21 ,,RBRVS,6.13 ,7.45 ,7.45 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
23107,CPT,ARTHRT GLENOHMRL JT W/JT EXPL W/WO RMVL LOOSE/FB,,,21 ,,RBRVS,8.87 ,9.08 ,9.08 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
23120,CPT,CLAVICULECTOMY PARTIAL,,,21 ,,RBRVS,7.39 ,8.62 ,8.62 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
23125,CPT,CLAVICULECTOMY TOTAL,,,21 ,,RBRVS,9.64 ,9.49 ,9.49 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
23130,CPT,PARTIAL REPAIR OR REMOVAL OF SHOULDER BONE,,,21 ,,RBRVS,7.77 ,8.84 ,8.84 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
23140,CPT,EXC/CURTG BONE CYST/BENIGN TUMOR CLAV/SCAPULA,,,21 ,,RBRVS,7.12 ,7.26 ,7.26 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
23145,CPT,EXC/CURTG BONE CST/B9 TUM CLAV/SCAPULA W/AGRFT,,,21 ,,RBRVS,9.40 ,9.36 ,9.36 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
23146,CPT,EXC/CURTG BONE CST/B9 TUM CLAV/SCAPULA W/ALGRFT,,,21 ,,RBRVS,8.08 ,8.78 ,8.78 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
